Time	EGF_EC	CAPRI_cyt	RasGTP_pal_cyt	Ca	IP3	CaCAPRI_cyt	RasGTP_depal_cyt	RasGDP_depal_cyt	RasGDP_pal_cyt	Ca_PLCe_cyt	Sos_cyt	Grb2_cyt	PLCe_cyt	buffer_cyt	ca_buffer_cyt	SosGrb2_cyt	RasGRP_cyt	CaRasGRP1_cyt	Ca_ER	PIP_PM	PI_PM	Shc_PM	CaCAPRI_PM_PM	Shc_star_PM	EGFR_PM	PLC_act_PM	PLC_PM	PIP2_PM	Activated_EGFR_PM	DAG_PM	SGS_PM	RasGTP_PM	RasGDP_PM	serca	RactCa	Ract	Rinh	RinhCa	ER_erMembrane	RasGTP_Golgi_GM	RasGDP_Golgi_GM	Ca_RasGRP_GM_GM	DAG_GM_GM	RasGRP_DAG_GM	Ras_CaPLCe_GM	PIP2_GM_GM																										
496	4.02136	29.9201	2.87312	8.13177	76.4069	0.0808381	0.477584	3.22361	15.6066	0.468718	71.6744	493.074	11.567	112.783	7.61732	87.1862	28.9199	0.0781717	119074	1400.45	103095	150.365	0.16117	0.271872	9.50325	1.64244	98.3576	30.7921	5.63856	44260.2	35.3628	58.4704	306.86	45	0.716179	10.6038	10.0819	1.23813	2	7.51341	24.7518	0.000259721	99.5512	22.4064	0.0871657	250																										
504	4.02136	29.9201	2.92992	8.13079	76.3834	0.0808278	0.498321	3.21923	15.547	0.468653	71.6524	493.052	11.5668	112.784	7.61645	87.1743	28.8599	0.0780012	119074	1397.65	102617	150.31	0.161146	0.272249	9.44666	1.63285	98.3671	30.9057	5.6052	44740.3	35.4179	59.5897	305.692	45	0.716098	10.6039	10.082	1.23799	2	7.92226	24.6828	0.000259155	105.043	23.6287	0.0919092	250																										
512	4.02136	29.9201	2.98606	8.12992	76.364	0.0808186	0.519575	3.21437	15.488	0.468594	71.6328	493.033	11.5666	112.784	7.61569	87.1652	28.7982	0.0778272	119075	1394.85	102141	150.263	0.161125	0.272557	9.39043	1.62332	98.3767	31.0196	5.57202	45219.4	35.4646	60.6955	304.536	45	0.716026	10.604	10.0821	1.23786	2	8.34385	24.6077	0.000258577	110.71	24.8865	0.0968014	250																										
520	4.02136	29.9201	3.04152	8.12916	76.3486	0.0808105	0.54135	3.20906	15.4296	0.468541	71.6157	493.016	11.5665	112.785	7.61502	87.1586	28.7348	0.0776496	119075	1392.04	101665	150.224	0.161106	0.272799	9.33454	1.61383	98.3862	31.1337	5.53902	45697.5	35.5032	61.7874	303.393	45	0.715963	10.604	10.0822	1.23775	2	8.77817	24.5267	0.000257987	116.553	26.1792	0.101842	250																										
528	4.02136	29.9202	3.09629	8.12851	76.3371	0.0808035	0.563646	3.20331	15.3718	0.468493	71.6008	493.001	11.5662	112.786	7.61445	87.1544	28.6697	0.0774684	119075	1389.23	101191	150.193	0.16109	0.272977	9.27899	1.6044	98.3956	31.2481	5.50621	46174.5	35.5342	62.8654	302.264	45	0.715909	10.6041	10.0823	1.23766	2	9.22519	24.4402	0.000257385	122.572	27.5065	0.107032	250																										
536	4.02136	29.9202	3.15037	8.12797	76.3297	0.0807976	0.586465	3.19714	15.3147	0.468452	71.5881	492.988	11.566	112.786	7.61397	87.1526	28.603	0.0772839	119075	1386.41	100718	150.169	0.161075	0.273095	9.22379	1.59502	98.405	31.3627	5.47357	46650.4	35.5577	63.9293	301.148	45	0.715865	10.6041	10.0824	1.23758	2	9.68487	24.3483	0.000256773	128.766	28.8678	0.112369	250																										
544	4.02136	29.9202	3.20373	8.12754	76.3262	0.0807928	0.609808	3.19057	15.2582	0.468416	71.5775	492.977	11.5658	112.786	7.6136	87.1531	28.5346	0.0770959	119075	1383.58	100246	150.153	0.161063	0.273154	9.16893	1.58568	98.4143	31.4775	5.44112	47125.3	35.5743	64.9788	300.046	45	0.71583	10.6042	10.0825	1.23751	2	10.1571	24.2513	0.000256148	135.134	30.2625	0.117854	250																										
552	4.02136	29.9202	3.25638	8.12723	76.3266	0.080789	0.633677	3.18362	15.2024	0.468386	71.5689	492.969	11.5655	112.787	7.61332	87.1556	28.4646	0.0769047	119075	1380.75	99774.5	150.143	0.161053	0.273158	9.11439	1.5764	98.4236	31.5925	5.40885	47599.2	35.5841	66.0138	298.957	45	0.715803	10.6042	10.0825	1.23746	2	10.6419	24.1496	0.000255513	141.677	31.6901	0.123486	250																										
560	4.02136	29.9202	3.3083	8.12702	76.331	0.0807864	0.658071	3.17631	15.1472	0.468362	71.5622	492.962	11.5653	112.787	7.61313	87.1602	28.393	0.0767102	119075	1377.91	99304.4	150.139	0.161045	0.273109	9.06019	1.56717	98.4328	31.7076	5.37677	48072	35.5875	67.0342	297.883	45	0.715786	10.6042	10.0826	1.23743	2	11.1391	24.0433	0.000254868	148.393	33.1498	0.129264	250																										
568	4.02136	29.9202	3.35949	8.12692	76.3393	0.0807848	0.68299	3.16865	15.0926	0.468343	71.5574	492.957	11.565	112.787	7.61305	87.1668	28.3198	0.0765126	119075	1375.06	98835.4	150.142	0.161039	0.27301	9.00632	1.55799	98.442	31.823	5.34487	48543.7	35.5847	68.04	296.822	45	0.715778	10.6042	10.0826	1.2374	2	11.6486	23.9327	0.000254211	155.28	34.6409	0.135187	250																										
576	4.02136	29.9202	3.40995	8.12693	76.3514	0.0807843	0.708434	3.16067	15.0388	0.468331	71.5543	492.954	11.5647	112.787	7.61305	87.1752	28.2452	0.0763119	119075	1372.2	98367.5	150.151	0.161035	0.272862	8.95278	1.54886	98.4511	31.9385	5.31315	49014.4	35.576	69.031	295.775	45	0.715779	10.6042	10.0826	1.2374	2	12.1704	23.818	0.000253545	162.339	36.1627	0.141253	250																										
584	4.02136	29.9202	3.45967	8.12705	76.3674	0.0807849	0.734401	3.15238	14.9856	0.468324	71.5528	492.953	11.5644	112.787	7.61316	87.1854	28.1691	0.0761083	119075	1369.34	97900.6	150.166	0.161034	0.272667	8.89955	1.53979	98.4602	32.0542	5.28161	49484	35.5618	70.0071	294.742	45	0.715789	10.6042	10.0826	1.23741	2	12.7041	23.6996	0.000252868	169.566	37.7143	0.147462	250																										
592	4.02136	29.9202	3.50865	8.12727	76.3872	0.0807865	0.760891	3.14379	14.9331	0.468323	71.553	492.953	11.5641	112.787	7.61335	87.1973	28.0915	0.0759017	119075	1366.48	97434.8	150.185	0.161034	0.272429	8.84665	1.53076	98.4692	32.1701	5.25026	49952.6	35.5421	70.9684	293.723	45	0.715807	10.6042	10.0826	1.23743	2	13.2499	23.5776	0.000252183	176.962	39.2949	0.153812	250																										
600	4.02136	29.9202	3.55688	8.12761	76.4107	0.0807892	0.7879	3.13492	14.8813	0.468327	71.5547	492.955	11.5638	112.786	7.61364	87.2109	28.0126	0.0756925	119075	1363.6	96970	150.211	0.161037	0.272149	8.79406	1.52179	98.4782	32.2861	5.21909	50420.1	35.5173	71.9147	292.718	45	0.715835	10.6042	10.0825	1.23747	2	13.8073	23.4524	0.000251488	184.523	40.9037	0.160302	250																										
608	4.02136	29.9202	3.60436	8.12804	76.4379	0.080793	0.815427	3.12579	14.8301	0.468337	71.5579	492.958	11.5635	112.786	7.61403	87.2259	27.9324	0.0754805	119075	1360.72	96506.4	150.241	0.161042	0.271828	8.74179	1.51286	98.4871	32.4022	5.18811	50886.5	35.4876	72.846	291.727	45	0.715871	10.6041	10.0825	1.23752	2	14.3764	23.3242	0.000250784	192.249	42.5396	0.166929	250																										
616	4.02136	29.9202	3.65109	8.12859	76.4688	0.0807978	0.843469	3.11641	14.7797	0.468353	71.5625	492.962	11.5631	112.785	7.6145	87.2425	27.8509	0.075266	119075	1357.83	96043.8	150.275	0.161049	0.271469	8.68984	1.50399	98.496	32.5185	5.1573	51351.8	35.4532	73.7623	290.75	45	0.715916	10.6041	10.0824	1.23759	2	14.9569	23.1931	0.000250071	200.136	44.2017	0.173693	250																										
624	4.02136	29.9202	3.69707	8.12923	76.5032	0.0808036	0.872022	3.10681	14.7299	0.468374	71.5684	492.968	11.5627	112.785	7.61507	87.2605	27.7681	0.075049	119075	1354.94	95582.3	150.315	0.161058	0.271073	8.63819	1.49517	98.5048	32.635	5.12667	51816.1	35.4144	74.6636	289.787	45	0.715969	10.604	10.0823	1.23767	2	15.5487	23.0595	0.000249351	208.183	45.8891	0.18059	250																										
632	4.02136	29.9202	3.7423	8.12998	76.5412	0.0808104	0.901082	3.09699	14.6808	0.468401	71.5756	492.976	11.5624	112.784	7.61573	87.2798	27.6841	0.0748297	119074	1352.04	95121.9	150.358	0.161069	0.270643	8.58685	1.48639	98.5136	32.7515	5.09623	52279.3	35.3712	75.5499	288.837	45	0.716031	10.604	10.0822	1.23776	2	16.1515	22.9236	0.000248622	216.387	47.6007	0.187619	250																										
640	4.02136	29.9202	3.78678	8.13083	76.5827	0.0808183	0.930645	3.08696	14.6324	0.468433	71.584	492.984	11.562	112.784	7.61647	87.3004	27.599	0.0746082	119074	1349.13	94662.5	150.406	0.161082	0.270179	8.53582	1.47767	98.5223	32.8682	5.06596	52741.5	35.324	76.4212	287.902	45	0.716101	10.6039	10.0821	1.23787	2	16.7651	22.7856	0.000247886	224.747	49.3356	0.194778	250																										
648	4.02136	29.9201	3.83051	8.13178	76.6275	0.0808271	0.960706	3.07676	14.5846	0.46847	71.5936	492.994	11.5616	112.783	7.6173	87.3223	27.5129	0.0743846	119074	1346.22	94204.3	150.457	0.161097	0.269683	8.4851	1.469	98.531	32.985	5.03587	53202.5	35.2729	77.2776	286.981	45	0.716179	10.6038	10.082	1.238	2	17.3893	22.6458	0.000247144	233.258	51.0926	0.202064	250																										
656	4.02136	29.9201	3.87349	8.13283	76.6757	0.080837	0.99126	3.06638	14.5376	0.468513	71.6042	493.004	11.5612	112.782	7.61823	87.3453	27.4256	0.074159	119074	1343.3	93747.1	150.513	0.161114	0.269158	8.43467	1.46038	98.5396	33.1019	5.00596	53662.5	35.2181	78.119	286.073	45	0.716266	10.6037	10.0819	1.23813	2	18.0239	22.5043	0.000246394	241.919	52.8708	0.209475	250																										
664	4.02136	29.9201	3.91573	8.13398	76.7272	0.0808478	1.0223	3.05584	14.4912	0.46856	71.616	493.016	11.5608	112.781	7.61923	87.3694	27.3374	0.0739316	119074	1340.37	93291	150.572	0.161133	0.268604	8.38455	1.45181	98.5482	33.2189	4.97623	54121.4	35.1598	78.9455	285.179	45	0.716361	10.6036	10.0817	1.23828	2	18.6687	22.3615	0.000245639	250.727	54.669	0.217009	250																										
672	4.02136	29.9201	3.95721	8.13523	76.7819	0.0808595	1.05382	3.04516	14.4455	0.468613	71.6288	493.029	11.5603	112.78	7.62032	87.3946	27.2483	0.0737024	119074	1337.44	92836	150.634	0.161154	0.268022	8.33473	1.44328	98.5567	33.336	4.94667	54579.2	35.098	79.7572	284.299	45	0.716463	10.6035	10.0816	1.23844	2	19.3234	22.2174	0.000244877	259.679	56.4862	0.224664	250																										
680	4.02136	29.92	3.99795	8.13656	76.8397	0.0808722	1.08582	3.03435	14.4005	0.468671	71.6425	493.042	11.5599	112.779	7.62149	87.4208	27.1583	0.0734715	119073	1334.49	92382.1	150.7	0.161177	0.267414	8.2852	1.43481	98.5652	33.4532	4.91728	55035.9	35.033	80.554	283.432	45	0.716574	10.6034	10.0814	1.23862	2	19.9878	22.0724	0.000244111	268.772	58.3213	0.232436	250																										
688	4.02136	29.92	4.03796	8.138	76.9005	0.0808859	1.11828	3.02342	14.3562	0.468734	71.6572	493.057	11.5594	112.777	7.62275	87.448	27.0674	0.0732392	119073	1331.55	91929.3	150.768	0.161202	0.266782	8.23597	1.42639	98.5736	33.5705	4.88807	55491.6	34.965	81.3362	282.579	45	0.716692	10.6033	10.0812	1.23881	2	20.6617	21.9265	0.000243339	278.002	60.1733	0.240323	250																										
696	4.02136	29.92	4.07722	8.13952	76.9644	0.0809004	1.15121	3.01239	14.3126	0.468802	71.6727	493.073	11.559	112.776	7.62409	87.4761	26.9758	0.0730054	119073	1328.59	91477.6	150.84	0.161229	0.266126	8.18703	1.41801	98.582	33.6879	4.85903	55946.1	34.894	82.1037	281.74	45	0.716818	10.6032	10.081	1.23901	2	21.3447	21.7801	0.000242563	287.368	62.0411	0.248323	250																										
704	4.02136	29.92	4.11575	8.14113	77.0311	0.0809159	1.18458	3.00127	14.2696	0.468875	71.6891	493.089	11.5585	112.774	7.6255	87.5051	26.8834	0.0727704	119073	1325.63	91027	150.914	0.161257	0.265448	8.13839	1.40968	98.5903	33.8054	4.83017	56399.6	34.8202	82.8565	280.914	45	0.716951	10.603	10.0808	1.23922	2	22.0367	21.6332	0.000241782	296.865	63.9236	0.256433	250																										
712	4.02136	29.9199	4.15355	8.14284	77.1007	0.0809322	1.2184	2.99006	14.2273	0.468952	71.7063	493.106	11.558	112.773	7.62699	87.5349	26.7904	0.0725343	119072	1322.66	90577.5	150.992	0.161288	0.264748	8.09003	1.4014	98.5986	33.923	4.80147	56851.9	34.7437	83.5949	280.101	45	0.717091	10.6029	10.0806	1.23945	2	22.7375	21.4862	0.000240997	306.491	65.8197	0.26465	250																										
720	4.02136	29.9199	4.19062	8.14463	77.173	0.0809494	1.25266	2.97879	14.1856	0.469034	71.7242	493.124	11.5575	112.771	7.62856	87.5655	26.6968	0.0722971	119072	1319.69	90129.1	151.071	0.16132	0.264029	8.04196	1.39317	98.6068	34.0406	4.77295	57303.2	34.6648	84.3189	279.301	45	0.717239	10.6028	10.0803	1.23968	2	23.4467	21.339	0.00024021	316.243	67.7284	0.272972	250																										
728	4.02136	29.9198	4.22697	8.1465	77.248	0.0809675	1.28735	2.96747	14.1446	0.46912	71.7429	493.143	11.557	112.77	7.63021	87.5969	26.6026	0.072059	119072	1316.71	89681.8	151.153	0.161354	0.26329	7.99417	1.38499	98.615	34.1583	4.74459	57753.4	34.5833	85.0285	278.515	45	0.717393	10.6026	10.0801	1.23993	2	24.164	21.192	0.000239419	326.117	69.6488	0.281395	250																										
736	4.02136	29.9198	4.2626	8.14846	77.3256	0.0809864	1.32245	2.9561	14.1043	0.469211	71.7623	493.162	11.5565	112.768	7.63193	87.629	26.5079	0.0718201	119071	1313.72	89235.6	151.238	0.161389	0.262533	7.94667	1.37685	98.6231	34.2761	4.7164	58202.4	34.4996	85.7238	277.742	45	0.717555	10.6024	10.0798	1.24019	2	24.8894	21.0452	0.000238625	336.109	71.5797	0.289918	250																										
744	4.02136	29.9198	4.29752	8.1505	77.4057	0.0810061	1.35796	2.9447	14.0647	0.469307	71.7823	493.182	11.556	112.766	7.63372	87.6617	26.4127	0.0715804	119071	1310.73	88790.5	151.325	0.161426	0.261759	7.89946	1.36876	98.6312	34.394	4.68838	58650.4	34.4137	86.405	276.981	45	0.717723	10.6023	10.0795	1.24046	2	25.6224	20.8989	0.000237829	346.218	73.5202	0.298537	250																										
752	4.02136	29.9197	4.33173	8.15263	77.4882	0.0810266	1.39388	2.93328	14.0257	0.469406	71.803	493.203	11.5555	112.764	7.63558	87.6952	26.317	0.0713402	119071	1307.73	88346.5	151.413	0.161465	0.260969	7.85252	1.36072	98.6393	34.5119	4.66053	59097.3	34.3257	87.0722	276.234	45	0.717898	10.6021	10.0793	1.24074	2	26.3628	20.7531	0.000237031	356.44	75.4693	0.30725	250																										
760	4.02136	29.9197	4.36523	8.15483	77.5731	0.081048	1.43019	2.92185	13.9873	0.46951	71.8242	493.224	11.5549	112.762	7.63751	87.7292	26.2211	0.0710995	119070	1304.72	87903.6	151.504	0.161506	0.260163	7.80586	1.35272	98.6473	34.6299	4.63284	59543.1	34.2358	87.7254	275.499	45	0.71808	10.6019	10.079	1.24104	2	27.1105	20.6079	0.000236231	366.771	77.426	0.316053	250																										
768	4.02136	29.9196	4.39804	8.15711	77.6603	0.08107	1.46687	2.91041	13.9496	0.469618	71.8461	493.246	11.5544	112.76	7.63951	87.7639	26.1247	0.0708584	119070	1301.7	87461.8	151.597	0.161548	0.259342	7.75948	1.34478	98.6552	34.7479	4.60531	59987.7	34.1439	88.3648	274.777	45	0.718268	10.6017	10.0787	1.24134	2	27.8651	20.4637	0.00023543	377.208	79.3895	0.324946	250																										
776	4.02136	29.9196	4.43015	8.15946	77.7497	0.0810929	1.50393	2.89899	13.9125	0.46973	71.8684	493.268	11.5538	112.758	7.64157	87.7991	26.0281	0.070617	119069	1298.68	87021.2	151.691	0.161592	0.258508	7.71338	1.33687	98.6631	34.866	4.57795	60431.3	34.0502	88.9905	274.068	45	0.718462	10.6015	10.0783	1.24166	2	28.6265	20.3203	0.000234628	387.748	81.3587	0.333924	250																										
784	4.02136	29.9195	4.46158	8.16189	77.8413	0.0811165	1.54135	2.88758	13.8761	0.469846	71.8913	493.291	11.5533	112.756	7.6437	87.8348	25.9313	0.0703754	119069	1295.65	86581.7	151.787	0.161637	0.257661	7.66755	1.32902	98.671	34.9841	4.55075	60873.7	33.9549	89.6026	273.371	45	0.718662	10.6013	10.078	1.24198	2	29.3943	20.178	0.000233826	398.389	83.333	0.342985	250																										
792	4.02136	29.9195	4.49233	8.16439	77.9349	0.0811408	1.57913	2.87619	13.8402	0.469966	71.9147	493.315	11.5527	112.754	7.64589	87.871	25.8342	0.0701338	119069	1292.62	86143.3	151.885	0.161683	0.256802	7.62199	1.3212	98.6788	35.1022	4.52371	61315	33.8579	90.2011	272.686	45	0.718869	10.6011	10.0777	1.24231	2	30.1683	20.0369	0.000233023	409.127	85.3113	0.352127	250																										
800	4.02136	29.9194	4.52239	8.16696	78.0305	0.0811658	1.61724	2.86485	13.8051	0.47009	71.9386	493.339	11.5521	112.752	7.64815	87.9077	25.737	0.0698921	119068	1289.58	85706	151.985	0.161731	0.255931	7.5767	1.31344	98.6866	35.2204	4.49684	61755.2	33.7594	90.7863	272.014	45	0.719081	10.6009	10.0773	1.24266	2	30.9484	19.897	0.00023222	419.959	87.2929	0.361347	250																										
808	4.02136	29.9194	4.55179	8.16961	78.128	0.0811915	1.65569	2.85354	13.7705	0.470217	71.9629	493.363	11.5516	112.75	7.65047	87.9449	25.6397	0.0696505	119068	1286.53	85269.8	152.086	0.161781	0.255049	7.53169	1.30572	98.6943	35.3386	4.47012	62194.3	33.6594	91.3582	271.353	45	0.719299	10.6007	10.077	1.24301	2	31.7342	19.7585	0.000231417	430.882	89.2769	0.370643	250																										
816	4.02136	29.9193	4.58053	8.17232	78.2273	0.081218	1.69446	2.84229	13.7365	0.470348	71.9876	493.388	11.551	112.747	7.65284	87.9825	25.5423	0.069409	119067	1283.48	84834.8	152.188	0.161832	0.254156	7.48694	1.29804	98.702	35.4569	4.44356	62632.3	33.5581	91.9171	270.705	45	0.719522	10.6005	10.0766	1.24337	2	32.5255	19.6214	0.000230615	441.894	91.2626	0.380012	250																										
824	4.02136	29.9192	4.6086	8.17509	78.3285	0.081245	1.73354	2.83109	13.7032	0.470483	72.0127	493.413	11.5504	112.745	7.65528	88.0205	25.4448	0.0691678	119067	1280.41	84400.8	152.291	0.161884	0.253255	7.44245	1.29041	98.7096	35.5751	4.41716	63069.2	33.4554	92.4628	270.069	45	0.719751	10.6002	10.0763	1.24375	2	33.3222	19.4858	0.000229813	452.991	93.2493	0.389452	250																										
832	4.02136	29.9192	4.63603	8.17793	78.4313	0.0812727	1.77293	2.81997	13.6705	0.470621	72.0382	493.438	11.5498	112.742	7.65777	88.0588	25.3473	0.0689269	119066	1277.35	83968.1	152.396	0.161938	0.252344	7.39823	1.28282	98.7172	35.6934	4.39091	63504.9	33.3515	92.9958	269.445	45	0.719985	10.6	10.0759	1.24413	2	34.124	19.3518	0.000229013	464.17	95.2363	0.398961	250																										
840	4.02136	29.9191	4.66281	8.18084	78.5358	0.0813011	1.8126	2.80891	13.6384	0.470762	72.064	493.464	11.5491	112.74	7.66031	88.0976	25.2499	0.0686863	119066	1274.27	83536.4	152.502	0.161993	0.251424	7.35427	1.27528	98.7247	35.8117	4.36483	63939.5	33.2464	93.5159	268.832	45	0.720225	10.5998	10.0755	1.24452	2	34.9308	19.2195	0.000228214	475.43	97.2228	0.408536	250																										
848	4.02136	29.919	4.68895	8.18381	78.6419	0.0813301	1.85256	2.79794	13.6068	0.470907	72.0902	493.49	11.5485	112.737	7.66291	88.1367	25.1524	0.0684463	119065	1271.19	83105.9	152.609	0.162049	0.250497	7.31058	1.26778	98.7322	35.93	4.33889	64373	33.1403	94.0235	268.231	45	0.720469	10.5995	10.0751	1.24491	2	35.7422	19.0889	0.000227416	486.766	99.2082	0.418174	250																										
856	4.02136	29.919	4.71446	8.18683	78.7495	0.0813596	1.89278	2.78705	13.5759	0.471055	72.1167	493.517	11.5479	112.734	7.66557	88.1761	25.0551	0.0682067	119065	1268.1	82676.5	152.717	0.162106	0.249562	7.26714	1.26032	98.7397	36.0483	4.31311	64805.3	33.033	94.5185	267.641	45	0.720719	10.5993	10.0747	1.24532	2	36.5581	18.96	0.00022662	498.177	101.192	0.427875	250																										
864	4.02136	29.9189	4.73934	8.18992	78.8586	0.0813898	1.93327	2.77626	13.5455	0.471206	72.1436	493.544	11.5473	112.732	7.66827	88.2158	24.9579	0.0679678	119064	1265.01	82248.3	152.827	0.162165	0.24862	7.22396	1.25291	98.7471	36.1666	4.28749	65236.6	32.9248	95.0012	267.063	45	0.720973	10.599	10.0743	1.24573	2	37.3783	18.8329	0.000225826	509.661	103.173	0.437636	250																										
872	4.02136	29.9189	4.7636	8.19306	78.9691	0.0814205	1.97401	2.76556	13.5158	0.47136	72.1707	493.571	11.5466	112.729	7.67103	88.2558	24.8609	0.0677295	119064	1261.91	81821.1	152.937	0.162225	0.247671	7.18104	1.24554	98.7545	36.2849	4.26201	65666.7	32.8157	95.4716	266.496	45	0.721232	10.5988	10.0738	1.24616	2	38.2026	18.7077	0.000225035	521.214	105.152	0.447454	250																										
880	4.02136	29.9188	4.78725	8.19627	79.0809	0.0814519	2.015	2.75496	13.4866	0.471517	72.198	493.598	11.546	112.726	7.67383	88.296	24.764	0.0674919	119063	1258.8	81395.2	153.048	0.162286	0.246717	7.13837	1.23822	98.7618	36.4032	4.23669	66095.6	32.7057	95.9299	265.94	45	0.721496	10.5985	10.0734	1.24659	2	39.0309	18.5844	0.000224245	532.834	107.127	0.457328	250																										
888	4.02136	29.9187	4.81029	8.19952	79.194	0.0814837	2.05621	2.74447	13.458	0.471678	72.2257	493.626	11.5453	112.723	7.67669	88.3365	24.6672	0.067255	119063	1255.68	80970.3	153.159	0.162348	0.245757	7.09596	1.23093	98.7691	36.5214	4.21152	66523.4	32.5948	96.3762	265.395	45	0.721765	10.5982	10.073	1.24702	2	39.8629	18.4631	0.000223458	544.519	109.098	0.467256	250																										
896	4.02136	29.9186	4.83273	8.20283	79.3084	0.0815161	2.09765	2.7341	13.4299	0.471841	72.2536	493.654	11.5447	112.72	7.67959	88.3773	24.5708	0.067019	119062	1252.56	80546.7	153.272	0.162411	0.244791	7.0538	1.22369	98.7763	36.6397	4.1865	66950.1	32.4832	96.8107	264.861	45	0.722037	10.598	10.0725	1.24747	2	40.6986	18.3436	0.000222674	556.267	111.065	0.477236	250																										
904	4.02136	29.9186	4.85458	8.2062	79.4239	0.0815491	2.1393	2.72384	13.4024	0.472007	72.2817	493.682	11.544	112.717	7.68254	88.4182	24.4745	0.0667838	119062	1249.43	80124.1	153.385	0.162475	0.243821	7.01189	1.21649	98.7835	36.7579	4.16162	67375.7	32.3708	97.2335	264.338	45	0.722315	10.5977	10.0721	1.24792	2	41.5376	18.2262	0.000221893	568.075	113.027	0.487265	250																										
