Time	ERKPP	AktPIPP	Akt	AktPIP3	AktPIP	ERK	ERKP	GS	HRG	MEK	MEKP	MEKPP	PI3K	PI3Kstar	PIP3	R	RP	RHRG	RHRG2	RPI3K	RPI3Kstar	RShGS	RShP	RShc	Raf	Rafstar	RasGDP	RasGTP	ShGS	ShP	Shc	P_I	internalization	E	MKP3	PP2A
1365	0.0260666	0.521502	8.76363	0.352269	0.362598	988.783	11.1905	9.99446	250.014	70.038	49.8635	0.0984348	7.63843	2.16576	0.0185522	0.0137056	2.42709	5.40728	2.91917	0.156777	0.0390279	0.00526067	0.00480901	0.00177599	99.9973	0.00268269	120	1.23E-05	0.000281333	999.933	0.0545933	798.745	31.7356	7	2.4	11.4
1368	0.0246801	0.519876	8.7671	0.351428	0.3616	989.183	10.7921	9.99448	250.014	70.153	49.7488	0.0981806	7.64501	2.15975	0.0185007	0.0136819	2.41828	5.39791	2.90905	0.156342	0.0389001	0.00524156	0.00479159	0.00177163	99.9973	0.00268328	120	1.23E-05	0.000281331	999.933	0.054774	798.749	31.7598	7	2.4	11.4
1371	0.023379	0.518255	8.77055	0.350589	0.360605	989.568	10.4089	9.9945	250.014	70.2677	49.6343	0.0979272	7.65156	2.15376	0.0184492	0.0136582	2.4095	5.38856	2.89898	0.155908	0.0387728	0.00522253	0.00477426	0.00176729	99.9973	0.00268387	120	1.23E-05	0.00028133	999.933	0.0549552	798.752	31.784	7	2.4	11.4
1374	0.0221575	0.516639	8.774	0.349751	0.359611	989.937	10.0404	9.99452	250.014	70.3822	49.5201	0.0976746	7.6581	2.14778	0.0183979	0.0136345	2.40076	5.37923	2.88894	0.155475	0.0386459	0.00520357	0.00475699	0.00176298	99.9973	0.00268445	120	1.23E-05	0.000281328	999.933	0.055137	798.756	31.808	7	2.4	11.4
1377	0.0210103	0.515028	8.77744	0.348915	0.35862	990.293	9.68612	9.99453	250.014	70.4963	49.4062	0.0974227	7.66462	2.14181	0.0183467	0.0136109	2.39206	5.36992	2.87895	0.155043	0.0385195	0.0051847	0.00473979	0.00175867	99.9973	0.00268503	120	1.23E-05	0.000281326	999.933	0.0553194	798.759	31.832	7	2.4	11.4
1380	0.0199324	0.513421	8.78087	0.34808	0.357632	990.635	9.34548	9.99455	250.014	70.6102	49.2926	0.0971715	7.67113	2.13586	0.0182956	0.0135874	2.3834	5.36063	2.86899	0.154613	0.0383935	0.00516591	0.00472267	0.00175439	99.9973	0.00268561	120	1.23E-05	0.000281324	999.933	0.0555023	798.763	31.8559	7	2.4	11.4
1383	0.0189192	0.51182	8.78429	0.347246	0.356645	990.963	9.01804	9.99457	250.014	70.7238	49.1793	0.096921	7.67762	2.12993	0.0182447	0.0135639	2.37477	5.35136	2.85907	0.154183	0.038268	0.00514719	0.00470562	0.00175013	99.9973	0.00268619	120	1.23E-05	0.000281323	999.932	0.0556858	798.766	31.8796	7	2.4	11.4
1386	0.0179663	0.510223	8.7877	0.346413	0.355661	991.279	8.70334	9.99459	250.014	70.8371	49.0662	0.0966713	7.68409	2.12401	0.0181939	0.0135404	2.36618	5.34211	2.84919	0.153755	0.038143	0.00512855	0.00468865	0.00174588	99.9973	0.00268677	120	1.23E-05	0.000281321	999.932	0.0558698	798.77	31.9034	7	2.4	11.4
1389	0.01707	0.508631	8.79111	0.345582	0.35468	991.582	8.40092	9.99461	250.014	70.9502	48.9534	0.0964223	7.69055	2.1181	0.0181432	0.013517	2.35762	5.33288	2.83934	0.153327	0.0380184	0.00510999	0.00467174	0.00174165	99.9973	0.00268735	120	1.23E-05	0.000281319	999.932	0.0560544	798.773	31.927	7	2.4	11.4
1392	0.0162263	0.507044	8.7945	0.344752	0.353701	991.873	8.11034	9.99463	250.013	71.063	48.8409	0.0961741	7.69699	2.11221	0.0180926	0.0134937	2.3491	5.32367	2.82954	0.152901	0.0378942	0.00509151	0.0046549	0.00173744	99.9973	0.00268792	120	1.23E-05	0.000281317	999.932	0.0562396	798.776	31.9505	7	2.4	11.4
1395	0.0154319	0.505462	8.79789	0.343924	0.352724	992.153	7.83118	9.99465	250.013	71.1755	48.7286	0.0959265	7.70342	2.10634	0.0180422	0.0134704	2.34061	5.31448	2.81977	0.152475	0.0377705	0.00507311	0.00463814	0.00173324	99.9973	0.0026885	120	1.23E-05	0.000281315	999.932	0.0564253	798.78	31.974	7	2.4	11.4
1398	0.0146836	0.503885	8.80127	0.343097	0.351749	992.422	7.56301	9.99466	250.013	71.2877	48.6166	0.0956797	7.70983	2.10048	0.0179919	0.0134471	2.33216	5.30531	2.81004	0.152051	0.0376473	0.00505478	0.00462144	0.00172907	99.9973	0.00268907	120	1.23E-05	0.000281314	999.932	0.0566116	798.783	31.9973	7	2.4	11.4
1401	0.0139784	0.502312	8.80464	0.342271	0.350777	992.681	7.30543	9.99468	250.013	71.3996	48.5049	0.0954337	7.71622	2.09463	0.0179417	0.0134239	2.32375	5.29616	2.80035	0.151628	0.0375244	0.00503653	0.00460482	0.00172491	99.9973	0.00268964	120	1.23E-05	0.000281312	999.932	0.0567985	798.787	32.0206	7	2.4	11.4
1404	0.0133135	0.500745	8.808	0.341446	0.349807	992.929	7.05805	9.9947	250.013	71.5113	48.3935	0.0951883	7.72259	2.0888	0.0178917	0.0134008	2.31537	5.28703	2.79069	0.151206	0.0374021	0.00501836	0.00458826	0.00172076	99.9973	0.00269021	120	1.23E-05	0.00028131	999.931	0.0569859	798.79	32.0438	7	2.4	11.4
1407	0.0126864	0.499182	8.81136	0.340623	0.348839	993.167	6.8205	9.99472	250.013	71.6227	48.2824	0.0949437	7.72895	2.08298	0.0178418	0.0133777	2.30702	5.27791	2.78107	0.150785	0.0372801	0.00500026	0.00457178	0.00171664	99.9973	0.00269078	120	1.23E-05	0.000281308	999.931	0.0571739	798.794	32.0669	7	2.4	11.4
1410	0.0120947	0.497624	8.8147	0.339802	0.347874	993.396	6.5924	9.99474	250.013	71.7338	48.1715	0.0946997	7.7353	2.07718	0.017792	0.0133546	2.29871	5.26882	2.77149	0.150365	0.0371586	0.00498224	0.00455536	0.00171253	99.9973	0.00269134	120	1.23E-05	0.000281306	999.931	0.0573625	798.797	32.0899	7	2.4	11.4
1413	0.0115362	0.49607	8.81804	0.338981	0.346911	993.615	6.3734	9.99475	250.013	71.8447	48.0609	0.0944565	7.74163	2.07139	0.0177423	0.0133316	2.29044	5.25975	2.76195	0.149946	0.0370375	0.00496429	0.00453901	0.00170844	99.9973	0.00269191	120	1.23E-05	0.000281305	999.931	0.0575516	798.8	32.1129	7	2.4	11.4
1416	0.0110087	0.494522	8.82137	0.338163	0.34595	993.826	6.16315	9.99477	250.013	71.9552	47.9505	0.094214	7.74794	2.06562	0.0176928	0.0133087	2.2822	5.25069	2.75244	0.149528	0.0369169	0.00494642	0.00452273	0.00170437	99.9973	0.00269247	120	1.23E-05	0.000281303	999.931	0.0577413	798.804	32.1357	7	2.4	11.4
1419	0.0105103	0.492978	8.82469	0.337345	0.344992	994.028	5.96132	9.99479	250.013	72.0656	47.8405	0.0939722	7.75423	2.05986	0.0176434	0.0132858	2.27399	5.24166	2.74297	0.149111	0.0367967	0.00492862	0.00450652	0.00170031	99.9973	0.00269303	120	1.23E-05	0.000281301	999.931	0.0579316	798.807	32.1585	7	2.4	11.4
1422	0.0100393	0.491439	8.828	0.336529	0.344036	994.222	5.76759	9.99481	250.013	72.1756	47.7307	0.0937312	7.76051	2.05412	0.0175941	0.0132629	2.26582	5.23264	2.73354	0.148696	0.0366769	0.00491089	0.00449037	0.00169627	99.9973	0.00269359	120	1.23E-05	0.000281299	999.93	0.0581225	798.81	32.1812	7	2.4	11.4
1425	0.00959388	0.489904	8.8313	0.335714	0.343082	994.409	5.58164	9.99483	250.013	72.2853	47.6212	0.0934908	7.76677	2.04839	0.0175449	0.0132401	2.25768	5.22364	2.72414	0.148281	0.0365575	0.00489324	0.00447429	0.00169225	99.9973	0.00269415	120	1.23E-05	0.000281297	999.93	0.0583139	798.814	32.2038	7	2.4	11.4
1428	0.00917261	0.488375	8.83459	0.334901	0.342131	994.588	5.40318	9.99484	250.013	72.3948	47.5119	0.0932511	7.77302	2.04267	0.0174959	0.0132174	2.24957	5.21467	2.71478	0.147867	0.0364386	0.00487567	0.00445828	0.00168825	99.9973	0.00269471	120	1.23E-05	0.000281295	999.93	0.0585059	798.817	32.2264	7	2.4	11.4
1431	0.00877396	0.48685	8.83788	0.334089	0.341182	994.759	5.23191	9.99486	250.013	72.5041	47.4029	0.0930122	7.77925	2.03697	0.017447	0.0131947	2.2415	5.20571	2.70545	0.147455	0.0363201	0.00485816	0.00444234	0.00168426	99.9973	0.00269527	120	1.23E-05	0.000281294	999.93	0.0586985	798.82	32.2488	7	2.4	11.4
1434	0.0083966	0.485329	8.84116	0.333278	0.340235	994.924	5.06756	9.99488	250.013	72.613	47.2942	0.0927739	7.78547	2.03129	0.0173982	0.013172	2.23347	5.19677	2.69617	0.147043	0.036202	0.00484073	0.00442646	0.00168028	99.9973	0.00269582	120	1.23E-05	0.000281292	999.93	0.0588917	798.824	32.2712	7	2.4	11.4
1437	0.00803924	0.483814	8.84443	0.332469	0.339291	995.082	4.90984	9.9949	250.013	72.7217	47.1858	0.0925364	7.79166	2.02562	0.0173495	0.0131494	2.22546	5.18785	2.68691	0.146633	0.0360844	0.00482337	0.00441064	0.00167633	99.9973	0.00269637	120	1.23E-05	0.00028129	999.93	0.0590855	798.827	32.2935	7	2.4	11.4
1440	0.0077007	0.482303	8.84769	0.331661	0.338348	995.234	4.75851	9.99491	250.013	72.8301	47.0776	0.0922995	7.79785	2.01996	0.017301	0.0131268	2.21749	5.17895	2.67769	0.146224	0.0359672	0.00480609	0.0043949	0.00167239	99.9973	0.00269692	120	1.23E-05	0.000281288	999.93	0.0592799	798.83	32.3157	7	2.4	11.4
1443	0.00737987	0.480797	8.85094	0.330855	0.337409	995.379	4.6133	9.99493	250.013	72.9383	46.9697	0.0920633	7.80401	2.01432	0.0172526	0.0131043	2.20955	5.17007	2.66851	0.145815	0.0358503	0.00478887	0.00437922	0.00166846	99.9973	0.00269747	120	1.23E-05	0.000281286	999.929	0.0594748	798.834	32.3378	7	2.4	11.4
1446	0.00707573	0.479295	8.85418	0.33005	0.336471	995.519	4.47398	9.99495	250.013	73.0461	46.862	0.0918279	7.81017	2.00869	0.0172043	0.0130818	2.20165	5.1612	2.65936	0.145408	0.0357339	0.00477172	0.0043636	0.00166456	99.9973	0.00269802	120	1.23E-05	0.000281285	999.929	0.0596703	798.837	32.3599	7	2.4	11.4
1449	0.00678729	0.477798	8.85742	0.329246	0.335536	995.653	4.34032	9.99496	250.013	73.1537	46.7547	0.0915931	7.8163	2.00308	0.0171561	0.0130594	2.19378	5.15236	2.65025	0.145002	0.0356179	0.00475465	0.00434805	0.00166067	99.9973	0.00269857	120	1.23E-05	0.000281283	999.929	0.0598664	798.84	32.3819	7	2.4	11.4
1452	0.00651366	0.476306	8.86065	0.328444	0.334603	995.781	4.21207	9.99498	250.013	73.2611	46.6476	0.091359	7.82242	1.99748	0.0171081	0.0130371	2.18594	5.14353	2.64117	0.144596	0.0355024	0.00473765	0.00433256	0.00165679	99.9973	0.00269911	120	1.23E-05	0.000281281	999.929	0.0600632	798.844	32.4038	7	2.4	11.4
1455	0.00625399	0.474818	8.86387	0.327643	0.333672	995.905	4.08904	9.995	250.013	73.3682	46.5407	0.0911256	7.82852	1.9919	0.0170602	0.0130147	2.17813	5.13473	2.63213	0.144192	0.0353872	0.00472072	0.00431714	0.00165293	99.9973	0.00269966	120	1.23E-05	0.000281279	999.929	0.0602605	798.847	32.4256	7	2.4	11.4
1458	0.00600748	0.473335	8.86708	0.326843	0.332744	996.023	3.971	9.99501	250.013	73.475	46.4341	0.0908929	7.83461	1.98633	0.0170124	0.0129924	2.17035	5.12594	2.62312	0.143789	0.0352725	0.00470386	0.00430178	0.00164909	99.9973	0.0027002	120	1.23E-05	0.000281277	999.929	0.0604584	798.85	32.4473	7	2.4	11.4
1461	0.00577339	0.471856	8.87028	0.326045	0.331818	996.136	3.85777	9.99503	250.013	73.5815	46.3278	0.0906609	7.84068	1.98077	0.0169647	0.0129702	2.16261	5.11717	2.61415	0.143387	0.0351581	0.00468706	0.00428648	0.00164526	99.9973	0.00270074	120	1.23E-05	0.000281275	999.928	0.0606569	798.853	32.469	7	2.4	11.4
1464	0.00555103	0.470382	8.87347	0.325249	0.330894	996.245	3.74913	9.99505	250.013	73.6878	46.2218	0.0904295	7.84674	1.97523	0.0169172	0.012948	2.1549	5.10842	2.60521	0.142986	0.0350442	0.00467034	0.00427125	0.00164145	99.9973	0.00270128	120	1.23E-05	0.000281273	999.928	0.0608559	798.857	32.4906	7	2.4	11.4
1467	0.00533975	0.468913	8.87666	0.324454	0.329973	996.35	3.64491	9.99507	250.013	73.7938	46.116	0.0901989	7.85278	1.96971	0.0168698	0.0129259	2.14722	5.09968	2.5963	0.142586	0.0349307	0.00465369	0.00425608	0.00163766	99.9973	0.00270182	120	1.23E-05	0.000281272	999.928	0.0610556	798.86	32.5121	7	2.4	11.4
1470	0.00513892	0.467448	8.87984	0.32366	0.329054	996.45	3.54494	9.99508	250.013	73.8996	46.0105	0.0899689	7.8588	1.96419	0.0168225	0.0129038	2.13957	5.09097	2.58743	0.142187	0.0348175	0.00463711	0.00424098	0.00163388	99.9973	0.00270235	120	1.23E-05	0.00028127	999.928	0.0612559	798.863	32.5335	7	2.4	11.4
1473	0.00494798	0.465988	8.88301	0.322867	0.328137	996.546	3.44902	9.9951	250.013	74.0051	45.9052	0.0897396	7.86481	1.9587	0.0167753	0.0128818	2.13196	5.08227	2.5786	0.141789	0.0347048	0.00462059	0.00422593	0.00163011	99.9973	0.00270289	120	1.23E-05	0.000281268	999.928	0.0614568	798.866	32.5549	7	2.4	11.4
1476	0.00476639	0.464532	8.88617	0.322076	0.327222	996.638	3.35701	9.99511	250.013	74.1103	45.8002	0.089511	7.8708	1.95321	0.0167282	0.0128598	2.12437	5.0736	2.56979	0.141392	0.0345925	0.00460414	0.00421094	0.00162636	99.9973	0.00270342	120	1.23E-05	0.000281266	999.928	0.0616583	798.869	32.5762	7	2.4	11.4
1479	0.00459364	0.463081	8.88932	0.321287	0.32631	996.727	3.26873	9.99513	250.013	74.2153	45.6955	0.089283	7.87678	1.94774	0.0166813	0.0128378	2.11682	5.06494	2.56103	0.140996	0.0344806	0.00458775	0.00419602	0.00162263	99.9973	0.00270395	120	1.23E-05	0.000281264	999.927	0.0618604	798.873	32.5974	7	2.4	11.4
1482	0.00442926	0.461634	8.89247	0.320499	0.3254	996.812	3.18404	9.99515	250.013	74.32	45.591	0.0890558	7.88274	1.94229	0.0166345	0.0128159	2.10929	5.0563	2.55229	0.140601	0.034369	0.00457144	0.00418116	0.00161891	99.9973	0.00270448	120	1.23E-05	0.000281262	999.927	0.0620631	798.876	32.6185	7	2.4	11.4
1485	0.00427279	0.460192	8.8956	0.319712	0.324492	996.893	3.10279	9.99516	250.013	74.4244	45.4868	0.0888291	7.88869	1.93685	0.0165878	0.0127941	2.1018	5.04768	2.54359	0.140208	0.0342579	0.00455519	0.00416637	0.00161521	99.9973	0.00270501	120	1.23E-05	0.000281261	999.927	0.0622664	798.879	32.6396	7	2.4	11.4
1488	0.00412381	0.458755	8.89873	0.318927	0.323587	996.971	3.02484	9.99518	250.013	74.5286	45.3828	0.0886032	7.89462	1.93142	0.0165413	0.0127723	2.09434	5.03907	2.53492	0.139815	0.0341472	0.00453901	0.00415163	0.00161152	99.9973	0.00270554	120	1.23E-05	0.000281259	999.927	0.0624703	798.882	32.6606	7	2.4	11.4
1491	0.00398193	0.457322	8.90185	0.318143	0.322683	997.046	2.95005	9.9952	250.013	74.6325	45.2791	0.0883779	7.90053	1.92601	0.0164948	0.0127505	2.08691	5.03049	2.52628	0.139423	0.0340368	0.0045229	0.00413695	0.00160785	99.9973	0.00270607	120	1.23E-05	0.000281257	999.927	0.0626749	798.885	32.6815	7	2.4	11.4
1494	0.00384677	0.455893	8.90496	0.317361	0.321782	997.118	2.87828	9.99521	250.013	74.7362	45.1757	0.0881533	7.90643	1.92061	0.0164485	0.0127288	2.07951	5.02192	2.51768	0.139032	0.0339269	0.00450685	0.00412233	0.00160419	99.9973	0.00270659	120	1.23E-05	0.000281255	999.927	0.06288	798.889	32.7023	7	2.4	11.4
1497	0.00371798	0.454469	8.90807	0.31658	0.320884	997.187	2.80943	9.99523	250.013	74.8396	45.0725	0.0879294	7.91232	1.91522	0.0164023	0.0127071	2.07214	5.01337	2.50911	0.138643	0.0338173	0.00449087	0.00410778	0.00160055	99.9973	0.00270711	120	1.23E-05	0.000281253	999.926	0.0630858	798.892	32.723	7	2.4	11.4
1500	0.00359523	0.453049	8.91116	0.3158	0.319987	997.253	2.74336	9.99524	250.013	74.9427	44.9696	0.0877061	7.91818	1.90985	0.0163563	0.0126855	2.0648	5.00484	2.50057	0.138254	0.0337082	0.00447496	0.00409328	0.00159692	99.9973	0.00270763	120	1.23E-05	0.000281251	999.926	0.0632921	798.895	32.7437	7	2.4	11.4
1503	0.00347822	0.451634	8.91425	0.315022	0.319093	997.317	2.67995	9.99526	250.013	75.0456	44.8669	0.0874835	7.92404	1.9045	0.0163103	0.0126639	2.05749	4.99633	2.49207	0.137866	0.0335994	0.00445911	0.00407884	0.00159331	99.9973	0.00270815	120	1.23E-05	0.000281249	999.926	0.0634991	798.898	32.7643	7	2.4	11.4
1506	0.00336663	0.450223	8.91733	0.314245	0.318201	997.378	2.61911	9.99528	250.013	75.1482	44.7645	0.0872615	7.92987	1.89915	0.0162645	0.0126424	2.05021	4.98783	2.4836	0.137479	0.033491	0.00444332	0.00406446	0.00158971	99.9973	0.00270867	120	1.23E-05	0.000281248	999.926	0.0637067	798.901	32.7849	7	2.4	11.4
1509	0.0032602	0.448817	8.9204	0.31347	0.317312	997.436	2.56072	9.99529	250.013	75.2506	44.6624	0.0870402	7.9357	1.89383	0.0162188	0.0126209	2.04296	4.97936	2.47516	0.137094	0.033383	0.0044276	0.00405014	0.00158613	99.9973	0.00270919	120	1.23E-05	0.000281246	999.926	0.0639149	798.904	32.8053	7	2.4	11.4
1512	0.00315867	0.447415	8.92346	0.312696	0.316424	997.492	2.50467	9.99531	250.013	75.3527	44.5605	0.0868196	7.9415	1.88851	0.0161732	0.0125994	2.03574	4.9709	2.46675	0.136709	0.0332754	0.00441194	0.00403588	0.00158256	99.9973	0.00270971	120	1.23E-05	0.000281244	999.926	0.0641238	798.907	32.8257	7	2.4	11.4
1515	0.00306177	0.446017	8.92652	0.311924	0.315539	997.546	2.45088	9.99532	250.013	75.4545	44.4589	0.0865996	7.94729	1.88321	0.0161277	0.0125781	2.02855	4.96246	2.45837	0.136326	0.0331681	0.00439635	0.00402168	0.00157901	99.9973	0.00271022	120	1.23E-05	0.000281242	999.925	0.0643332	798.91	32.8461	7	2.4	11.4
1518	0.00296929	0.444624	8.92957	0.311153	0.314656	997.598	2.39925	9.99534	250.013	75.5561	44.3575	0.0863802	7.95307	1.87793	0.0160823	0.0125567	2.02139	4.95404	2.45003	0.135943	0.0330612	0.00438082	0.00400754	0.00157547	99.9973	0.00271073	120	1.23E-05	0.00028124	999.925	0.0645433	798.913	32.8663	7	2.4	11.4
1521	0.00288099	0.443235	8.93261	0.310383	0.313776	997.647	2.34968	9.99535	250.013	75.6575	44.2564	0.0861615	7.95883	1.87265	0.0160371	0.0125354	2.01426	4.94563	2.44172	0.135561	0.0329547	0.00436535	0.00399345	0.00157194	99.9973	0.00271124	120	1.23E-05	0.000281238	999.925	0.064754	798.917	32.8865	7	2.4	11.4
1524	0.00279667	0.44185	8.93564	0.309615	0.312897	997.695	2.3021	9.99537	250.013	75.7585	44.1555	0.0859435	7.96458	1.86739	0.015992	0.0125141	2.00716	4.93724	2.43344	0.135181	0.0328486	0.00434995	0.00397942	0.00156843	99.9973	0.00271175	120	1.23E-05	0.000281236	999.925	0.0649654	798.92	32.9066	7	2.4	11.4
1527	0.00271613	0.44047	8.93866	0.308849	0.312021	997.741	2.25641	9.99538	250.012	75.8594	44.0549	0.0857261	7.97031	1.86215	0.015947	0.0124929	2.00008	4.92887	2.42519	0.134801	0.0327429	0.00433461	0.00396545	0.00156493	99.9973	0.00271226	120	1.23E-05	0.000281234	999.925	0.0651774	798.923	32.9266	7	2.4	11.4
1530	0.00263919	0.439095	8.94167	0.308084	0.311147	997.785	2.21253	9.9954	250.012	75.9599	43.9545	0.0855093	7.97602	1.85692	0.0159021	0.0124717	1.99304	4.92052	2.41697	0.134422	0.0326375	0.00431934	0.00395153	0.00156145	99.9973	0.00271277	120	1.23E-05	0.000281232	999.924	0.0653899	798.926	32.9466	7	2.4	11.4
1533	0.00256566	0.437723	8.94468	0.30732	0.310276	997.827	2.17041	9.99541	250.012	76.0603	43.8544	0.0852932	7.98172	1.8517	0.0158574	0.0124506	1.98602	4.91219	2.40878	0.134045	0.0325326	0.00430412	0.00393768	0.00155798	99.9973	0.00271327	120	1.23E-05	0.000281231	999.924	0.0656032	798.929	32.9665	7	2.4	11.4
1536	0.00249537	0.436356	8.94768	0.306558	0.309406	997.868	2.12994	9.99543	250.012	76.1603	43.7546	0.0850777	7.98741	1.8465	0.0158128	0.0124295	1.97904	4.90387	2.40063	0.133668	0.0324279	0.00428897	0.00392388	0.00155453	99.9973	0.00271378	120	1.23E-05	0.000281229	999.924	0.065817	798.932	32.9863	7	2.4	11.4
1539	0.00242818	0.434993	8.95067	0.305797	0.308539	997.906	2.09108	9.99544	250.012	76.2602	43.655	0.0848629	7.99307	1.84131	0.0157682	0.0124085	1.97208	4.89557	2.39251	0.133293	0.0323237	0.00427388	0.00391013	0.00155109	99.9973	0.00271428	120	1.23E-05	0.000281227	999.924	0.0660315	798.935	33.0061	7	2.4	11.4
1542	0.00236392	0.433635	8.95365	0.305037	0.307674	997.944	2.05375	9.99546	250.012	76.3597	43.5556	0.0846487	7.99873	1.83613	0.0157238	0.0123875	1.96515	4.88729	2.38441	0.132918	0.0322198	0.00425885	0.00389644	0.00154767	99.9973	0.00271478	120	1.23E-05	0.000281225	999.924	0.0662467	798.938	33.0258	7	2.4	11.4
1545	0.00230246	0.432281	8.95663	0.304279	0.306811	997.98	2.01788	9.99547	250.012	76.459	43.4565	0.0844351	8.00437	1.83097	0.0156796	0.0123666	1.95824	4.87902	2.37635	0.132544	0.0321163	0.00424388	0.00388281	0.00154425	99.9973	0.00271528	120	1.23E-05	0.000281223	999.924	0.0664624	798.941	33.0454	7	2.4	11.4
1548	0.00224365	0.430931	8.9596	0.303523	0.305951	998.014	1.98342	9.99549	250.012	76.5581	43.3577	0.0842222	8.00999	1.82582	0.0156354	0.0123457	1.95137	4.87078	2.36832	0.132172	0.0320132	0.00422897	0.00386923	0.00154086	99.9973	0.00271578	120	1.23E-05	0.000281221	999.923	0.0666789	798.944	33.0649	7	2.4	11.4
1551	0.00218738	0.429585	8.96255	0.302768	0.305092	998.048	1.9503	9.9955	250.012	76.6569	43.2591	0.0840099	8.0156	1.82069	0.0155914	0.0123248	1.94452	4.86255	2.36032	0.1318	0.0319104	0.00421412	0.00385571	0.00153747	99.9973	0.00271628	120	1.23E-05	0.000281219	999.923	0.0668959	798.947	33.0844	7	2.4	11.4
1554	0.00213352	0.428244	8.96551	0.302014	0.304236	998.079	1.91848	9.99552	250.012	76.7554	43.1608	0.0837982	8.02119	1.81557	0.0155474	0.012304	1.9377	4.85434	2.35235	0.131429	0.031808	0.00419934	0.00384224	0.0015341	99.9973	0.00271677	120	1.23E-05	0.000281217	999.923	0.0671136	798.95	33.1038	7	2.4	11.4
1557	0.00208194	0.426907	8.96845	0.301262	0.303382	998.11	1.88788	9.99553	250.012	76.8538	43.0627	0.0835872	8.02677	1.81046	0.0155036	0.0122832	1.93091	4.84614	2.34441	0.13106	0.0317059	0.00418461	0.00382882	0.00153074	99.9973	0.00271727	120	1.23E-05	0.000281215	999.923	0.0673319	798.953	33.1232	7	2.4	11.4
1560	0.00203256	0.425574	8.97138	0.300512	0.302531	998.139	1.85847	9.99555	250.012	76.9518	42.9648	0.0833768	8.03234	1.80537	0.0154599	0.0122625	1.92415	4.83796	2.33649	0.130691	0.0316042	0.00416994	0.00381547	0.0015274	99.9973	0.00271776	120	1.23E-05	0.000281213	999.923	0.0675509	798.956	33.1424	7	2.4	11.4
1563	0.00198525	0.424246	8.97431	0.299762	0.301681	998.168	1.83019	9.99556	250.012	77.0496	42.8672	0.083167	8.03789	1.80029	0.0154164	0.0122418	1.91741	4.8298	2.32861	0.130323	0.0315029	0.00415533	0.00380216	0.00152407	99.9973	0.00271825	120	1.23E-05	0.000281212	999.922	0.0677705	798.959	33.1616	7	2.4	11.4
1566	0.00193992	0.422921	8.97723	0.299015	0.300834	998.195	1.803	9.99558	250.012	77.1472	42.7699	0.0829578	8.04342	1.79522	0.0153729	0.0122212	1.9107	4.82166	2.32076	0.129957	0.0314019	0.00414078	0.00378891	0.00152076	99.9973	0.00271874	120	1.23E-05	0.00028121	999.922	0.0679908	798.962	33.1808	7	2.4	11.4
1569	0.00189648	0.421601	8.98014	0.298268	0.299989	998.221	1.77684	9.99559	250.012	77.2445	42.6728	0.0827493	8.04894	1.79017	0.0153296	0.0122006	1.90402	4.81354	2.31294	0.129591	0.0313013	0.00412629	0.00377571	0.00151745	99.9973	0.00271923	120	1.23E-05	0.000281208	999.922	0.0682117	798.965	33.1999	7	2.4	11.4
1572	0.00185483	0.420285	8.98305	0.297524	0.299146	998.246	1.75168	9.99561	250.012	77.3416	42.5759	0.0825414	8.05444	1.78513	0.0152864	0.01218	1.89736	4.80543	2.30515	0.129226	0.031201	0.00411186	0.00376257	0.00151416	99.9973	0.00271971	120	1.23E-05	0.000281206	999.922	0.0684333	798.968	33.2189	7	2.4	11.4
1575	0.0018149	0.418973	8.98594	0.29678	0.298305	998.271	1.72747	9.99562	250.012	77.4384	42.4793	0.0823341	8.05993	1.7801	0.0152432	0.0121595	1.89073	4.79733	2.29739	0.128862	0.0311011	0.00409749	0.00374948	0.00151089	99.9973	0.0027202	120	1.23E-05	0.000281204	999.922	0.0686555	798.971	33.2378	7	2.4	11.4
1578	0.0017766	0.417666	8.98883	0.296038	0.297467	998.294	1.70417	9.99564	250.012	77.5349	42.3829	0.0821274	8.06541	1.77509	0.0152003	0.012139	1.88413	4.78926	2.28966	0.1285	0.0310015	0.00408318	0.00373644	0.00150763	99.9973	0.00272068	120	1.23E-05	0.000281202	999.922	0.0688784	798.974	33.2567	7	2.4	11.4
1581	0.00173986	0.416362	8.99171	0.295298	0.296631	998.317	1.68175	9.99565	250.012	77.6313	42.2868	0.0819213	8.07087	1.77009	0.0151574	0.0121186	1.87756	4.7812	2.28195	0.128138	0.0309023	0.00406892	0.00372345	0.00150438	99.9973	0.00272117	120	1.23E-05	0.0002812	999.921	0.069102	798.977	33.2755	7	2.4	11.4
1584	0.0017046	0.415063	8.99458	0.294559	0.295796	998.338	1.66016	9.99566	250.012	77.7273	42.1909	0.0817158	8.07631	1.76511	0.0151146	0.0120982	1.87101	4.77316	2.27428	0.127777	0.0308034	0.00405472	0.00371052	0.00150114	99.9973	0.00272165	120	1.23E-05	0.000281198	999.921	0.0693262	798.979	33.2942	7	2.4	11.4
1587	0.00167075	0.413768	8.99745	0.293821	0.294965	998.359	1.63937	9.99568	250.012	77.8232	42.0953	0.081511	8.08174	1.76013	0.015072	0.0120779	1.86449	4.76514	2.26664	0.127417	0.0307049	0.00404058	0.00369764	0.00149792	99.9973	0.00272213	120	1.23E-05	0.000281196	999.921	0.069551	798.982	33.3129	7	2.4	11.4
