Time	ERKPP	AktPIPP	Akt	AktPIP3	AktPIP	ERK	ERKP	GS	HRG	MEK	MEKP	MEKPP	PI3K	PI3Kstar	PIP3	R	RP	RHRG	RHRG2	RPI3K	RPI3Kstar	RShGS	RShP	RShc	Raf	Rafstar	RasGDP	RasGTP	ShGS	ShP	Shc	P_I	internalization	E	MKP3	PP2A
225	748.48	2.46474	5.89593	0.601181	1.03814	72.7646	178.756	9.97411	250.028	3.9386	93.0676	22.9938	3.97503	5.47704	0.0470593	0.0278342	11.7881	10.9812	12.0477	0.396691	0.151246	0.0256086	0.0233835	0.00642039	99.9878	0.0121507	120	1.24E-05	0.000282212	999.929	0.0151913	795.849	10.0563	7	2.4	11.4
228	747.355	2.41799	5.94565	0.605088	1.03127	72.2606	180.385	9.97423	250.028	4.08589	93.978	21.9361	3.98686	5.46658	0.046969	0.0277792	11.7307	10.9594	12.0001	0.395931	0.150636	0.0254835	0.0232691	0.00639178	99.9886	0.0113948	120	1.24E-05	0.000282207	999.929	0.0152413	795.899	10.1739	7	2.4	11.4
231	746.07	2.37235	5.9944	0.608876	1.02437	71.8177	182.112	9.97436	250.028	4.2366	94.8523	20.9111	3.99869	5.45611	0.0468788	0.0277242	11.6736	10.9378	11.9526	0.395171	0.150028	0.0253591	0.0231553	0.00636334	99.9893	0.0107001	120	1.24E-05	0.000282203	999.93	0.0152914	795.948	10.2909	7	2.4	11.4
234	744.63	2.32787	6.04212	0.61254	1.01747	71.4335	183.936	9.97448	250.028	4.39069	95.6907	19.9187	4.01051	5.44565	0.0467885	0.0276694	11.6169	10.9161	11.9054	0.394411	0.149423	0.0252355	0.0230423	0.00633508	99.9899	0.0100614	120	1.24E-05	0.000282199	999.93	0.0153417	795.995	10.4074	7	2.4	11.4
237	743.041	2.28458	6.08877	0.616078	1.01057	71.1055	185.854	9.97461	250.028	4.54812	96.4929	18.959	4.02234	5.43519	0.0466982	0.0276147	11.5605	10.8946	11.8583	0.393651	0.148822	0.0251126	0.0229299	0.00630698	99.9905	0.00947389	120	1.24E-05	0.000282194	999.93	0.0153923	796.042	10.5233	7	2.4	11.4
240	741.307	2.24251	6.13431	0.619485	1.00369	70.8314	187.861	9.97473	250.028	4.70884	97.259	18.0321	4.03416	5.42472	0.0466079	0.0275601	11.5045	10.873	11.8115	0.392891	0.148223	0.0249905	0.0228182	0.00627905	99.9911	0.00893329	120	1.24E-05	0.00028219	999.93	0.015443	796.088	10.6386	7	2.4	11.4
243	739.433	2.20167	6.17872	0.62276	0.996845	70.6093	189.957	9.97485	250.028	4.8728	97.9893	17.1379	4.04598	5.41426	0.0465176	0.0275057	11.4487	10.8515	11.7648	0.392131	0.147628	0.0248691	0.0227072	0.00625129	99.9916	0.00843568	120	1.24E-05	0.000282186	999.93	0.0154939	796.132	10.7534	7	2.4	11.4
246	737.425	2.16209	6.22196	0.6259	0.990048	70.437	192.138	9.97497	250.027	5.03993	98.6839	16.2761	4.0578	5.40379	0.0464273	0.0274513	11.3933	10.8301	11.7184	0.391371	0.147036	0.0247484	0.0225968	0.0062237	99.992	0.00797747	120	1.24E-05	0.000282181	999.931	0.015545	796.176	10.8676	7	2.4	11.4
249	735.285	2.12377	6.26401	0.628904	0.983312	70.3127	194.402	9.97509	250.027	5.21018	99.3431	15.4467	4.06961	5.39333	0.046337	0.0273971	11.3383	10.8087	11.6721	0.390611	0.146447	0.0246285	0.0224871	0.00619627	99.9924	0.0075554	120	1.24E-05	0.000282177	999.931	0.0155963	796.218	10.9812	7	2.4	11.4
252	733.02	2.08673	6.30485	0.63177	0.976649	70.2347	196.746	9.97521	250.027	5.38347	99.9673	14.6492	4.08142	5.38287	0.0462466	0.027343	11.2835	10.7874	11.626	0.389851	0.14586	0.0245093	0.0223781	0.00616901	99.9928	0.00716647	120	1.24E-05	0.000282173	999.931	0.0156477	796.259	11.0943	7	2.4	11.4
255	730.632	2.05096	6.34447	0.634498	0.970072	70.2013	199.166	9.97533	250.027	5.55974	100.557	13.8834	4.09323	5.3724	0.0461563	0.027289	11.2291	10.7661	11.5801	0.389091	0.145277	0.0243907	0.0222697	0.00614191	99.9932	0.00680798	120	1.24E-05	0.000282169	999.931	0.0156994	796.298	11.2069	7	2.4	11.4
258	728.128	2.01646	6.38287	0.637088	0.963589	70.2111	201.661	9.97544	250.027	5.73891	101.112	13.1488	4.10504	5.36194	0.046066	0.0272351	11.175	10.7448	11.5344	0.388331	0.144696	0.0242729	0.0221619	0.00611498	99.9935	0.00647742	120	1.24E-05	0.000282165	999.931	0.0157513	796.337	11.3189	7	2.4	11.4
261	725.51	1.98322	6.42003	0.639541	0.95721	70.2624	204.228	9.97556	250.027	5.92089	101.634	12.4449	4.11684	5.35147	0.0459757	0.0271814	11.1213	10.7236	11.489	0.387571	0.144119	0.0241558	0.0220548	0.0060882	99.9938	0.00617253	120	1.24E-05	0.00028216	999.932	0.0158033	796.374	11.4304	7	2.4	11.4
264	722.783	1.95124	6.45596	0.641855	0.950947	70.3541	206.863	9.97568	250.027	6.1056	102.123	11.7713	4.12863	5.34101	0.0458854	0.0271278	11.0678	10.7024	11.4436	0.386811	0.143544	0.0240394	0.0219484	0.00606159	99.9941	0.00589123	120	1.24E-05	0.000282156	999.932	0.0158556	796.41	11.5413	7	2.4	11.4
267	719.95	1.9205	6.49066	0.644035	0.944805	70.4847	209.565	9.97579	250.027	6.29297	102.58	11.1273	4.14043	5.33055	0.0457951	0.0270743	11.0147	10.6813	11.3985	0.386052	0.142973	0.0239237	0.0218426	0.00603513	99.9944	0.00563162	120	1.24E-05	0.000282152	999.932	0.015908	796.445	11.6518	7	2.4	11.4
270	717.017	1.89098	6.52415	0.646081	0.93879	70.6531	212.33	9.97591	250.027	6.48289	103.005	10.5123	4.15222	5.32008	0.0457048	0.0270209	10.9619	10.6603	11.3536	0.385292	0.142404	0.0238086	0.0217374	0.00600883	99.9946	0.00539195	120	1.24E-05	0.000282148	999.932	0.0159607	796.478	11.7616	7	2.4	11.4
273	713.987	1.86266	6.55643	0.647995	0.932909	70.8581	215.155	9.97602	250.027	6.67528	103.399	9.92556	4.16401	5.30962	0.0456145	0.0269676	10.9094	10.6393	11.3089	0.384532	0.141838	0.0236943	0.0216328	0.00598268	99.9948	0.00517064	120	1.24E-05	0.000282144	999.932	0.0160135	796.511	11.871	7	2.4	11.4
276	710.863	1.83552	6.58753	0.649779	0.927167	71.0987	218.038	9.97614	250.027	6.87005	103.763	9.36648	4.17579	5.29916	0.0455242	0.0269145	10.8572	10.6183	11.2643	0.383773	0.141275	0.0235806	0.0215289	0.00595669	99.995	0.00496623	120	1.24E-05	0.00028214	999.933	0.0160666	796.542	11.9798	7	2.4	11.4
279	707.65	1.80953	6.61747	0.651437	0.921568	71.3738	220.976	9.97625	250.027	7.06709	104.099	8.83426	4.18757	5.2887	0.0454339	0.0268614	10.8053	10.5974	11.2199	0.383013	0.140715	0.0234675	0.0214255	0.00593086	99.9952	0.00477738	120	1.24E-05	0.000282136	999.933	0.0161198	796.572	12.0881	7	2.4	11.4
282	704.352	1.78465	6.64626	0.652971	0.916113	71.6824	223.966	9.97636	250.027	7.26632	104.406	8.32813	4.19934	5.27825	0.0453436	0.0268085	10.7537	10.5765	11.1758	0.382254	0.140157	0.0233552	0.0213228	0.00590518	99.9954	0.00460287	120	1.24E-05	0.000282132	999.933	0.0161732	796.601	12.1959	7	2.4	11.4
285	700.971	1.76087	6.67394	0.654384	0.910806	72.0238	227.005	9.97647	250.027	7.46764	104.685	7.84729	4.21111	5.26779	0.0452533	0.0267557	10.7024	10.5557	11.1318	0.381495	0.139602	0.0232435	0.0212207	0.00587964	99.9956	0.00444157	120	1.24E-05	0.000282128	999.933	0.0162269	796.629	12.3032	7	2.4	11.4
288	697.512	1.73815	6.70053	0.65568	0.905647	72.3969	230.091	9.97659	250.027	7.67095	104.938	7.39091	4.22288	5.25733	0.0451631	0.026703	10.6514	10.5349	11.088	0.380736	0.13905	0.0231325	0.0211192	0.00585426	99.9957	0.00429245	120	1.24E-05	0.000282124	999.933	0.0162807	796.655	12.41	7	2.4	11.4
291	693.979	1.71644	6.72606	0.656863	0.900636	72.8011	233.22	9.9767	250.027	7.87616	105.166	6.95816	4.23464	5.24688	0.0450729	0.0266505	10.6007	10.5141	11.0443	0.379977	0.138501	0.0230221	0.0210182	0.00582903	99.9958	0.00415456	120	1.24E-05	0.00028212	999.934	0.0163348	796.681	12.5162	7	2.4	11.4
294	690.374	1.69573	6.75056	0.657936	0.895774	73.2356	236.391	9.97681	250.027	8.08317	105.369	6.54819	4.2464	5.23643	0.0449826	0.026598	10.5503	10.4934	11.0009	0.379218	0.137955	0.0229123	0.0209179	0.00580395	99.996	0.00402704	120	1.24E-05	0.000282117	999.934	0.016389	796.706	12.622	7	2.4	11.4
297	686.701	1.67596	6.77408	0.658904	0.891059	73.6995	239.599	9.97691	250.027	8.29188	105.548	6.16014	4.25815	5.22598	0.0448924	0.0265457	10.5002	10.4728	10.9576	0.37846	0.137411	0.0228032	0.0208182	0.00577901	99.9961	0.00390908	120	1.24E-05	0.000282113	999.934	0.0164434	796.729	12.7272	7	2.4	11.4
300	682.964	1.65711	6.79663	0.659769	0.886489	74.1924	242.843	9.97702	250.026	8.5022	105.705	5.79316	4.2699	5.21553	0.0448023	0.0264935	10.4504	10.4522	10.9145	0.377701	0.13687	0.0226948	0.020719	0.00575422	99.9962	0.00379995	120	1.24E-05	0.000282109	999.934	0.0164981	796.752	12.832	7	2.4	11.4
303	679.167	1.63914	6.81827	0.660537	0.882063	74.7135	246.12	9.97713	250.026	8.71404	105.84	5.4464	4.28164	5.20508	0.0447121	0.0264414	10.4009	10.4316	10.8716	0.376943	0.136331	0.022587	0.0206205	0.00572958	99.9963	0.00369898	120	1.24E-05	0.000282105	999.934	0.0165529	796.774	12.9363	7	2.4	11.4
306	675.311	1.622	6.83901	0.66121	0.877776	75.2623	249.427	9.97724	250.026	8.92731	105.954	5.119	4.29338	5.19464	0.0446219	0.0263894	10.3516	10.4111	10.8289	0.376185	0.135795	0.0224798	0.0205225	0.00570508	99.9964	0.00360554	120	1.24E-05	0.000282101	999.934	0.016608	796.794	13.04	7	2.4	11.4
309	671.401	1.60568	6.8589	0.661794	0.873628	75.8381	252.761	9.97734	250.026	9.14192	106.048	4.81012	4.30511	5.1842	0.0445318	0.0263375	10.3027	10.3907	10.7864	0.375427	0.135262	0.0223732	0.020425	0.00568072	99.9965	0.00351906	120	1.24E-05	0.000282098	999.935	0.0166632	796.814	13.1433	7	2.4	11.4
312	667.439	1.59012	6.87798	0.662291	0.869613	76.4405	256.121	9.97745	250.026	9.35778	106.123	4.51893	4.31684	5.17376	0.0444417	0.0262858	10.254	10.3703	10.744	0.374669	0.134732	0.0222672	0.0203282	0.00565651	99.9966	0.00343902	120	1.24E-05	0.000282094	999.935	0.0167187	796.834	13.2461	7	2.4	11.4
315	663.428	1.57529	6.89628	0.662707	0.865728	77.069	259.503	9.97756	250.026	9.5748	106.181	4.2446	4.32856	5.16332	0.0443516	0.0262342	10.2056	10.3499	10.7018	0.373912	0.134204	0.0221619	0.0202319	0.00563243	99.9966	0.00336492	120	1.24E-05	0.00028209	999.935	0.0167743	796.852	13.3484	7	2.4	11.4
318	659.373	1.56116	6.91383	0.663044	0.861969	77.723	262.904	9.97766	250.026	9.79292	106.221	3.98635	4.34028	5.15289	0.0442615	0.0261826	10.1575	10.3296	10.6598	0.373155	0.133678	0.0220572	0.0201362	0.0056085	99.9967	0.00329632	120	1.24E-05	0.000282086	999.935	0.0168302	796.87	13.4502	7	2.4	11.4
321	655.274	1.54769	6.93068	0.663307	0.858331	78.4022	266.324	9.97776	250.026	10.012	106.245	3.74339	4.35199	5.14245	0.0441715	0.0261312	10.1097	10.3093	10.618	0.372398	0.133155	0.021953	0.020041	0.0055847	99.9968	0.00323281	120	1.24E-05	0.000282083	999.935	0.0168862	796.887	13.5515	7	2.4	11.4
324	651.135	1.53485	6.94684	0.663499	0.854811	79.1061	269.759	9.97787	250.026	10.2321	106.253	3.51496	4.3637	5.13203	0.0440815	0.0260799	10.0621	10.289	10.5763	0.371641	0.132635	0.0218495	0.0199464	0.00556104	99.9968	0.003174	120	1.24E-05	0.000282079	999.935	0.0169425	796.903	13.6524	7	2.4	11.4
327	646.959	1.5226	6.96237	0.663625	0.851404	79.8344	273.206	9.97797	250.026	10.453	106.247	3.30031	4.3754	5.1216	0.0439915	0.0260288	10.0148	10.2689	10.5348	0.370884	0.132117	0.0217466	0.0198523	0.00553752	99.9969	0.00311955	120	1.24E-05	0.000282075	999.936	0.016999	796.918	13.7528	7	2.4	11.4
330	642.749	1.51092	6.97729	0.663686	0.848105	80.5866	276.665	9.97807	250.026	10.6747	106.227	3.09873	4.38709	5.11118	0.0439016	0.0259777	9.96781	10.2487	10.4935	0.370128	0.131602	0.0216442	0.0197587	0.00551414	99.9969	0.00306914	120	1.24E-05	0.000282072	999.936	0.0170557	796.933	13.8527	7	2.4	11.4
333	638.506	1.49977	6.99163	0.663688	0.84491	81.3625	280.132	9.97818	250.026	10.8971	106.193	2.90953	4.39878	5.10076	0.0438116	0.0259268	9.92107	10.2286	10.4524	0.369371	0.131089	0.0215425	0.0196658	0.00549089	99.997	0.00302245	120	1.24E-05	0.000282068	999.936	0.0171126	796.948	13.9521	7	2.4	11.4
336	634.233	1.48913	7.00543	0.663633	0.841814	82.1617	283.605	9.97828	250.026	11.1201	106.148	2.73204	4.41047	5.09034	0.0437217	0.0258759	9.87459	10.2086	10.4114	0.368616	0.130579	0.0214413	0.0195733	0.00546777	99.997	0.00297922	120	1.24E-05	0.000282065	999.936	0.0171697	796.962	14.0511	7	2.4	11.4
339	629.934	1.47896	7.0187	0.663524	0.838812	82.984	287.082	9.97838	250.026	11.3438	106.091	2.56562	4.42214	5.07992	0.0436319	0.0258252	9.82838	10.1885	10.3706	0.36786	0.130071	0.0213407	0.0194814	0.00544479	99.9971	0.00293918	120	1.24E-05	0.000282061	999.936	0.017227	796.975	14.1496	7	2.4	11.4
342	625.609	1.46924	7.03149	0.663364	0.8359	83.8289	290.562	9.97848	250.026	11.568	106.022	2.40965	4.43382	5.06951	0.043542	0.0257746	9.78244	10.1686	10.33	0.367105	0.129566	0.0212407	0.01939	0.00542194	99.9971	0.00290212	120	1.24E-05	0.000282058	999.936	0.0172846	796.988	14.2477	7	2.4	11.4
345	621.261	1.45995	7.04382	0.663156	0.833074	84.6964	294.043	9.97858	250.026	11.7926	105.944	2.26353	4.44548	5.05911	0.0434522	0.0257241	9.73675	10.1487	10.2895	0.366349	0.129063	0.0211413	0.0192991	0.00539922	99.9971	0.00286779	120	1.24E-05	0.000282054	999.937	0.0173423	797	14.3453	7	2.4	11.4
348	616.892	1.45105	7.05572	0.662904	0.83033	85.5861	297.522	9.97868	250.026	12.0177	105.856	2.12671	4.45714	5.04871	0.0433625	0.0256737	9.69132	10.1288	10.2493	0.365595	0.128562	0.0210424	0.0192087	0.00537663	99.9972	0.00283602	120	1.24E-05	0.000282051	999.937	0.0174003	797.012	14.4424	7	2.4	11.4
351	612.505	1.44252	7.06721	0.662609	0.827662	86.4977	300.997	9.97877	250.026	12.2431	105.758	1.99864	4.46879	5.03831	0.0432727	0.0256234	9.64616	10.1089	10.2091	0.36484	0.128064	0.0209441	0.0191189	0.00535417	99.9972	0.0028066	120	1.24E-05	0.000282047	999.937	0.0174584	797.024	14.5391	7	2.4	11.4
354	608.101	1.43435	7.07831	0.662274	0.825068	87.4312	304.468	9.97887	250.026	12.4689	105.652	1.87881	4.48044	5.02791	0.043183	0.0255733	9.60125	10.0892	10.1692	0.364086	0.127568	0.0208464	0.0190296	0.00533184	99.9972	0.00277936	120	1.24E-05	0.000282044	999.937	0.0175168	797.035	14.6353	7	2.4	11.4
357	603.681	1.42651	7.08905	0.661901	0.822543	88.3862	307.932	9.97897	250.026	12.6949	105.538	1.76673	4.49207	5.01752	0.0430933	0.0255232	9.55659	10.0694	10.1294	0.363332	0.127075	0.0207492	0.0189408	0.00530963	99.9972	0.00275415	120	1.24E-05	0.00028204	999.937	0.0175754	797.046	14.7311	7	2.4	11.4
360	599.249	1.41898	7.09945	0.661494	0.820083	89.3626	311.388	9.97907	250.025	12.9211	105.417	1.66193	4.50371	5.00713	0.0430037	0.0254733	9.51219	10.0497	10.0898	0.362578	0.126584	0.0206526	0.0188525	0.00528755	99.9973	0.00273082	120	1.24E-05	0.000282037	999.937	0.0176342	797.056	14.8265	7	2.4	11.4
363	594.805	1.41173	7.10953	0.661053	0.817684	90.3602	314.834	9.97916	250.025	13.1476	105.288	1.56397	4.51533	4.99675	0.0429141	0.0254235	9.46803	10.0301	10.0504	0.361825	0.126095	0.0205565	0.0187647	0.0052656	99.9973	0.00270923	120	1.24E-05	0.000282034	999.937	0.0176933	797.067	14.9214	7	2.4	11.4
366	590.352	1.40476	7.11931	0.660581	0.815344	91.3789	318.269	9.97926	250.025	13.3742	105.153	1.47243	4.52695	4.98637	0.0428246	0.0253738	9.42413	10.0104	10.0111	0.361072	0.125609	0.020461	0.0186774	0.00524377	99.9973	0.00268926	120	1.24E-05	0.00028203	999.938	0.0177525	797.076	15.0158	7	2.4	11.4
369	585.89	1.39805	7.12881	0.660079	0.813058	92.4184	321.692	9.97935	250.025	13.6009	105.012	1.38691	4.53856	4.97599	0.0427351	0.0253242	9.38047	9.99088	9.97196	0.360319	0.125124	0.020366	0.0185906	0.00522207	99.9973	0.00267078	120	1.24E-05	0.000282027	999.938	0.017812	797.086	15.1098	7	2.4	11.4
372	581.421	1.39158	7.13805	0.659551	0.810824	93.4787	325.1	9.97945	250.025	13.8276	104.865	1.30705	4.55017	4.96562	0.0426456	0.0252747	9.33706	9.97135	9.93301	0.359567	0.124643	0.0202715	0.0185043	0.00520049	99.9973	0.00265369	120	1.24E-05	0.000282023	999.938	0.0178716	797.095	15.2034	7	2.4	11.4
375	576.948	1.38533	7.14704	0.658997	0.808638	94.5597	328.493	9.97954	250.025	14.0544	104.713	1.23247	4.56176	4.95526	0.0425562	0.0252253	9.2939	9.95187	9.89422	0.358815	0.124163	0.0201776	0.0184184	0.00517903	99.9974	0.00263789	120	1.24E-05	0.00028202	999.938	0.0179315	797.104	15.2966	7	2.4	11.4
378	572.47	1.37929	7.1558	0.658418	0.806498	95.6611	331.869	9.97963	250.025	14.2813	104.556	1.16286	4.57335	4.9449	0.0424668	0.025176	9.25097	9.93243	9.85559	0.358064	0.123686	0.0200842	0.0183331	0.0051577	99.9974	0.00262329	120	1.24E-05	0.000282017	999.938	0.0179917	797.113	15.3893	7	2.4	11.4
381	567.99	1.37344	7.16434	0.657817	0.8044	96.7829	335.227	9.97973	250.025	14.5081	104.394	1.09789	4.58494	4.93454	0.0423774	0.0251269	9.20829	9.91304	9.81712	0.357312	0.123211	0.0199913	0.0182482	0.00513648	99.9974	0.00260979	120	1.24E-05	0.000282014	999.938	0.018052	797.122	15.4816	7	2.4	11.4
384	563.508	1.36778	7.17268	0.657195	0.802343	97.925	338.567	9.97982	250.025	14.7349	104.228	1.03726	4.59651	4.92419	0.0422881	0.0250778	9.16585	9.89369	9.77882	0.356562	0.122738	0.0198989	0.0181639	0.00511538	99.9974	0.00259732	120	1.24E-05	0.00028201	999.938	0.0181125	797.13	15.5735	7	2.4	11.4
387	559.026	1.36229	7.18083	0.656553	0.800323	99.0872	341.887	9.97991	250.025	14.9616	104.058	0.980697	4.60808	4.91384	0.0421989	0.0250289	9.12364	9.87438	9.74067	0.355811	0.122268	0.0198071	0.01808	0.00509441	99.9974	0.00258581	120	1.24E-05	0.000282007	999.939	0.0181733	797.139	15.6649	7	2.4	11.4
390	554.545	1.35696	7.18881	0.655893	0.798338	100.27	345.185	9.98	250.025	15.1882	103.884	0.927936	4.61964	4.9035	0.0421097	0.0249801	9.08167	9.85512	9.70269	0.355061	0.121799	0.0197158	0.0179965	0.00507355	99.9974	0.00257518	120	1.24E-05	0.000282004	999.939	0.0182343	797.147	15.7559	7	2.4	11.4
393	550.066	1.35178	7.19662	0.655215	0.796386	101.472	348.462	9.98009	250.025	15.4146	103.707	0.878728	4.63119	4.89317	0.0420205	0.0249313	9.03993	9.8359	9.66486	0.354311	0.121333	0.019625	0.0179136	0.00505281	99.9974	0.00256538	120	1.24E-05	0.000282001	999.939	0.0182955	797.155	15.8466	7	2.4	11.4
396	545.591	1.34674	7.20427	0.654521	0.794465	102.694	351.715	9.98018	250.025	15.641	103.526	0.83284	4.64273	4.88284	0.0419314	0.0248827	8.99843	9.81672	9.62719	0.353562	0.120869	0.0195347	0.0178311	0.00503218	99.9974	0.00255633	120	1.24E-05	0.000281997	999.939	0.018357	797.162	15.9367	7	2.4	11.4
399	541.119	1.34183	7.21179	0.653812	0.792573	103.936	354.945	9.98027	250.025	15.8672	103.343	0.790054	4.65427	4.87251	0.0418423	0.0248342	8.95716	9.79758	9.58968	0.352813	0.120407	0.0194449	0.017749	0.00501167	99.9975	0.002548	120	1.24E-05	0.000281994	999.939	0.0184186	797.17	16.0265	7	2.4	11.4
402	536.652	1.33704	7.21916	0.653088	0.790708	105.198	358.15	9.98036	250.025	16.0932	103.157	0.750166	4.6658	4.86219	0.0417533	0.0247858	8.91611	9.77849	9.55233	0.352065	0.119948	0.0193556	0.0176675	0.00499128	99.9975	0.00254032	120	1.24E-05	0.000281991	999.939	0.0184805	797.177	16.1159	7	2.4	11.4
405	532.191	1.33237	7.22641	0.652351	0.788868	106.48	361.329	9.98045	250.025	16.3191	102.968	0.712981	4.67732	4.85188	0.0416643	0.0247375	8.8753	9.75944	9.51513	0.351317	0.11949	0.0192668	0.0175863	0.00497099	99.9975	0.00253326	120	1.24E-05	0.000281988	999.939	0.0185426	797.185	16.2048	7	2.4	11.4
408	527.737	1.3278	7.23355	0.651601	0.787052	107.781	364.482	9.98054	250.025	16.5447	102.777	0.678321	4.68883	4.84157	0.0415754	0.0246894	8.83471	9.74043	9.47809	0.350569	0.119035	0.0191785	0.0175057	0.00495083	99.9975	0.00252676	120	1.24E-05	0.000281985	999.939	0.018605	797.192	16.2934	7	2.4	11.4
411	523.29	1.32333	7.24057	0.65084	0.785258	109.102	367.608	9.98063	250.025	16.7701	102.584	0.646016	4.70033	4.83126	0.0414865	0.0246413	8.79435	9.72147	9.4412	0.349822	0.118582	0.0190907	0.0174255	0.00493077	99.9975	0.00252078	120	1.24E-05	0.000281982	999.94	0.0186675	797.199	16.3815	7	2.4	11.4
414	518.852	1.31895	7.2475	0.650068	0.783484	110.442	370.706	9.98071	250.025	16.9953	102.389	0.615908	4.71183	4.82097	0.0413977	0.0245933	8.7542	9.70255	9.40447	0.349075	0.11813	0.0190034	0.0173457	0.00491083	99.9975	0.0025153	120	1.24E-05	0.000281978	999.94	0.0187303	797.206	16.4693	7	2.4	11.4
417	514.422	1.31466	7.25433	0.649285	0.78173	111.802	373.776	9.9808	250.025	17.2202	102.192	0.587849	4.72331	4.81068	0.041309	0.0245455	8.71429	9.68367	9.36789	0.348329	0.117681	0.0189166	0.0172664	0.00489099	99.9975	0.00251026	120	1.24E-05	0.000281975	999.94	0.0187933	797.213	16.5566	7	2.4	11.4
420	510.002	1.31045	7.26106	0.648492	0.779993	113.181	376.816	9.98089	250.024	17.4449	101.993	0.561701	4.73479	4.80039	0.0412202	0.0244977	8.67459	9.66483	9.33147	0.347583	0.117234	0.0188302	0.0171875	0.00487127	99.9975	0.00250565	120	1.24E-05	0.000281972	999.94	0.0188566	797.22	16.6436	7	2.4	11.4
423	505.593	1.30631	7.26772	0.647691	0.778273	114.58	379.827	9.98097	250.024	17.6693	101.793	0.537334	4.74626	4.79011	0.0411316	0.0244501	8.63511	9.64604	9.2952	0.346838	0.116789	0.0187443	0.017109	0.00485166	99.9975	0.00250143	120	1.24E-05	0.000281969	999.94	0.01892	797.227	16.7301	7	2.4	11.4
426	501.194	1.30225	7.2743	0.646881	0.776569	115.998	382.808	9.98106	250.024	17.8934	101.592	0.514627	4.75772	4.77984	0.041043	0.0244026	8.59584	9.62729	9.25907	0.346093	0.116347	0.0186589	0.017031	0.00483215	99.9975	0.00249758	120	1.24E-05	0.000281966	999.94	0.0189838	797.233	16.8163	7	2.4	11.4
429	496.806	1.29825	7.28081	0.646063	0.774879	117.436	385.758	9.98114	250.024	18.1172	101.389	0.493467	4.76917	4.76957	0.0409545	0.0243551	8.5568	9.60858	9.2231	0.345348	0.115906	0.018574	0.0169535	0.00481276	99.9975	0.00249406	120	1.24E-05	0.000281963	999.94	0.0190477	797.24	16.902	7	2.4	11.4
432	492.431	1.29431	7.28725	0.645237	0.773203	118.893	388.676	9.98123	250.024	18.3407	101.186	0.473748	4.78062	4.75931	0.040866	0.0243078	8.51796	9.58991	9.18728	0.344604	0.115467	0.0184895	0.0168763	0.00479347	99.9975	0.00249085	120	1.24E-05	0.00028196	999.94	0.0191118	797.246	16.9874	7	2.4	11.4
435	488.068	1.29043	7.29363	0.644404	0.771539	120.369	391.563	9.98131	250.024	18.5639	100.981	0.455372	4.79205	4.74906	0.0407775	0.0242606	8.47935	9.57128	9.15161	0.343861	0.11503	0.0184055	0.0167996	0.00477429	99.9975	0.00248793	120	1.24E-05	0.000281957	999.941	0.0191762	797.253	17.0724	7	2.4	11.4
438	483.718	1.2866	7.29995	0.643565	0.769888	121.865	394.417	9.9814	250.024	18.7868	100.775	0.438246	4.80347	4.73881	0.0406892	0.0242135	8.44094	9.5527	9.11609	0.343118	0.114595	0.018322	0.0167233	0.00475521	99.9975	0.00248529	120	1.24E-05	0.000281954	999.941	0.0192409	797.259	17.157	7	2.4	11.4
441	479.382	1.28282	7.30621	0.642719	0.768246	123.379	397.239	9.98148	250.024	19.0094	100.568	0.422284	4.81489	4.72857	0.0406009	0.0241665	8.40274	9.53415	9.08072	0.342375	0.114163	0.0182389	0.0166474	0.00473624	99.9975	0.00248289	120	1.24E-05	0.000281951	999.941	0.0193057	797.266	17.2412	7	2.4	11.4
444	475.059	1.27909	7.31243	0.641868	0.766615	124.913	400.028	9.98156	250.024	19.2317	100.361	0.407407	4.8263	4.71834	0.0405126	0.0241196	8.36475	9.51565	9.0455	0.341633	0.113732	0.0181563	0.0165719	0.00471737	99.9975	0.00248073	120	1.24E-05	0.000281948	999.941	0.0193708	797.272	17.3251	7	2.4	11.4
447	470.751	1.2754	7.31859	0.641011	0.764994	126.467	402.783	9.98164	250.024	19.4536	100.153	0.393539	4.83769	4.70811	0.0404244	0.0240728	8.32697	9.49719	9.01042	0.340892	0.113303	0.0180741	0.0164969	0.0046986	99.9975	0.00247879	120	1.24E-05	0.000281945	999.941	0.0194362	797.278	17.4085	7	2.4	11.4
450	466.457	1.27175	7.32472	0.640149	0.763381	128.039	405.504	9.98173	250.024	19.6751	99.9443	0.38061	4.84908	4.69789	0.0403363	0.0240261	8.28939	9.47877	8.97549	0.340151	0.112876	0.0179924	0.0164222	0.00467994	99.9975	0.00247704	120	1.24E-05	0.000281942	999.941	0.0195017	797.284	17.4916	7	2.4	11.4
453	462.178	1.26814	7.3308	0.639282	0.761778	129.631	408.191	9.98181	250.024	19.8963	99.7351	0.368556	4.86046	4.68768	0.0402482	0.0239795	8.25202	9.46039	8.94071	0.33941	0.112451	0.0179111	0.016348	0.00466138	99.9975	0.00247548	120	1.24E-05	0.00028194	999.941	0.0195675	797.291	17.5743	7	2.4	11.4
